chemkin_index,string,reaction_id,ig_delay
2443,C5H11-2+C5H11O2-2<=>C5H11O-2+C5H11O-2,C[CH]CCC_m2.CC(O[O])CCC_m2>>CCCC([O])C_m2.CCCC([O])C_m2,0.000000103
2444,C5H11-2+C5H11O2-3<=>C5H11O-2+C5H11O-3,C[CH]CCC_m2.CCC(O[O])CC_m2>>CCCC([O])C_m2.CCC(CC)[O]_m2,0.000000103
2445,C5H11-3+C5H11O2-1<=>C5H11O-3+C5H11O-1,CC[CH]CC_m2.CCCCCO[O]_m2>>CCC(CC)[O]_m2.CCCCC[O]_m2,0.000000044
2446,C5H11-3+C5H11O2-2<=>C5H11O-3+C5H11O-2,CC[CH]CC_m2.CC(O[O])CCC_m2>>CCC(CC)[O]_m2.CCCC([O])C_m2,0.000000044
2447,C5H11-3+C5H11O2-3<=>C5H11O-3+C5H11O-3,CC[CH]CC_m2.CCC(O[O])CC_m2>>CCC(CC)[O]_m2.CCC(CC)[O]_m2,0.00000022
2448,C5H11O2-1<=>C5H10OOH1-2,CCCCCO[O]_m2>>CCC[CH]COO_m2,0.00082637
2449,C5H11O2-1<=>C5H10OOH1-3,CCCCCO[O]_m2>>CC[CH]CCOO_m2,0.00058644
2450,C5H11O2-1<=>C5H10OOH1-4,CCCCCO[O]_m2>>C[CH]CCCOO_m2,0.0014754
2451,C5H11O2-1<=>C5H10OOH1-5,CCCCCO[O]_m2>>[CH2]CCCCOO_m2,0.0000752
2452,C5H11O2-2<=>C5H10OOH2-1,CC(O[O])CCC_m2>>[CH2]C(OO)CCC_m2,0.000011
2453,C5H11O2-2<=>C5H10OOH2-3,CC(O[O])CCC_m2>>CC(OO)[CH]CC_m2,0.0000882
2454,C5H11O2-2<=>C5H10OOH2-4,CC(O[O])CCC_m2>>CC(OO)C[CH]C_m2,0.00029102
2455,C5H11O2-2<=>C5H10OOH2-5,CC(O[O])CCC_m2>>CC(OO)CC[CH2]_m2,0.0000226
2456,C5H11O2-3<=>C5H10OOH3-1,CCC(O[O])CC_m2>>CCC(OO)C[CH2]_m2,0.000000338
2457,C5H11O2-3<=>C5H10OOH3-2,CCC(O[O])CC_m2>>C[CH]C(OO)CC_m2,0.00000301
2458,C5H11O2-1<=>PC4H9CHO+OH,CCCCCO[O]_m2>>CCCCC=O_m1.[OH]_m2,0.0000151
2459,C5H11O2-2<=>NC3H7COCH3+OH,CC(O[O])CCC_m2>>CCCC(=O)C_m1.[OH]_m2,0.00000595
2460,C5H11O2-3<=>C2H5COC2H5+OH,CCC(O[O])CC_m2>>CCC(=O)CC_m1.[OH]_m2,0.00000113
2461,C5H11O2-1<=>C5H10-1+HO2,CCCCCO[O]_m2>>CCCC=C_m1.O[O]_m2,0.0096291
2462,C5H11O2-2<=>C5H10-1+HO2,CC(O[O])CCC_m2>>CCCC=C_m1.O[O]_m2,0.0015245
2463,C5H11O2-2<=>C5H10-2+HO2,CC(O[O])CCC_m2>>CCC=CC_m1.O[O]_m2,0.0016299
2464,C5H11O2-3<=>C5H10-2+HO2,CCC(O[O])CC_m2>>CCC=CC_m1.O[O]_m2,0.00011255
2465,C5H11O2H-1+O2<=>C5H11O2-1+HO2,CCCCCOO_m1.[O][O]_m3>>CCCCCO[O]_m2.O[O]_m2,0.0000187
2466,C5H11O2H-2+O2<=>C5H11O2-2+HO2,CC(OO)CCC_m1.[O][O]_m3>>CC(O[O])CCC_m2.O[O]_m2,0.00000436
2467,C5H11O2H-3+O2<=>C5H11O2-3+HO2,CCC(OO)CC_m1.[O][O]_m3>>CCC(O[O])CC_m2.O[O]_m2,0.000000484
2468,C5H11O2H-1+HO2<=>C5H11O2-1+H2O2,CCCCCOO_m1.O[O]_m2>>CCCCCO[O]_m2.OO_m1,0.0000165
2469,C5H11O2H-2+HO2<=>C5H11O2-2+H2O2,CC(OO)CCC_m1.O[O]_m2>>CC(O[O])CCC_m2.OO_m1,0.00000465
2470,C5H11O2H-3+HO2<=>C5H11O2-3+H2O2,CCC(OO)CC_m1.O[O]_m2>>CCC(O[O])CC_m2.OO_m1,0.000000426
2471,NC5H12+C5H11O2-1<=>C5H11-1+C5H11O2H-1,CCCCC_m1.CCCCCO[O]_m2>>CCCC[CH2]_m2.CCCCCOO_m1,0.000000103
2472,NC5H12+C5H11O2-2<=>C5H11-1+C5H11O2H-2,CCCCC_m1.CC(O[O])CCC_m2>>CCCC[CH2]_m2.CC(OO)CCC_m1,0.000000103
2473,NC5H12+C5H11O2-3<=>C5H11-1+C5H11O2H-3,CCCCC_m1.CCC(O[O])CC_m2>>CCCC[CH2]_m2.CCC(OO)CC_m1,7.34E-08
2474,NC5H12+C5H11O2-1<=>C5H11-2+C5H11O2H-1,CCCCC_m1.CCCCCO[O]_m2>>C[CH]CCC_m2.CCCCCOO_m1,0.000000103
2475,NC5H12+C5H11O2-2<=>C5H11-2+C5H11O2H-2,CCCCC_m1.CC(O[O])CCC_m2>>C[CH]CCC_m2.CC(OO)CCC_m1,0.000000279
2476,NC5H12+C5H11O2-3<=>C5H11-2+C5H11O2H-3,CCCCC_m1.CCC(O[O])CC_m2>>C[CH]CCC_m2.CCC(OO)CC_m1,0.000000044
2477,NC5H12+C5H11O2-1<=>C5H11-3+C5H11O2H-1,CCCCC_m1.CCCCCO[O]_m2>>CC[CH]CC_m2.CCCCCOO_m1,0.000000103
2478,NC5H12+C5H11O2-2<=>C5H11-3+C5H11O2H-2,CCCCC_m1.CC(O[O])CCC_m2>>CC[CH]CC_m2.CC(OO)CCC_m1,0.000000103
2479,NC5H12+C5H11O2-3<=>C5H11-3+C5H11O2H-3,CCCCC_m1.CCC(O[O])CC_m2>>CC[CH]CC_m2.CCC(OO)CC_m1,0.000000132
2480,C5H11O2-1+CH3O2=>C5H11O-1+CH3O+O2,CCCCCO[O]_m2.CO[O]_m2>>CCCCC[O]_m2.C[O]_m2.[O][O]_m3,0.0000132
2481,C5H11O2-2+CH3O2=>C5H11O-2+CH3O+O2,CC(O[O])CCC_m2.CO[O]_m2>>CCCC([O])C_m2.C[O]_m2.[O][O]_m3,0.00000139
2482,C5H11O2-3+CH3O2=>C5H11O-3+CH3O+O2,CCC(O[O])CC_m2.CO[O]_m2>>CCC(CC)[O]_m2.C[O]_m2.[O][O]_m3,0.000000279
2483,C5H11O2-1+C5H11O2-1=>C5H11O-1+C5H11O-1+O2,CCCCCO[O]_m2.CCCCCO[O]_m2>>CCCCC[O]_m2.CCCCC[O]_m2.[O][O]_m3,0.000000103
2484,C5H11O2-1+C5H11O2-2=>C5H11O-1+C5H11O-2+O2,CCCCCO[O]_m2.CC(O[O])CCC_m2>>CCCCC[O]_m2.CCCC([O])C_m2.[O][O]_m3,0.00000022
2485,C5H11O2-1+C5H11O2-3=>C5H11O-1+C5H11O-3+O2,CCCCCO[O]_m2.CCC(O[O])CC_m2>>CCCCC[O]_m2.CCC(CC)[O]_m2.[O][O]_m3,1.47E-08
2486,C5H11O2-2+C5H11O2-2=>C5H11O-2+C5H11O-2+O2,CC(O[O])CCC_m2.CC(O[O])CCC_m2>>CCCC([O])C_m2.CCCC([O])C_m2.[O][O]_m3,1.47E-08
2487,C5H11O2-2+C5H11O2-3=>C5H11O-2+C5H11O-3+O2,CC(O[O])CCC_m2.CCC(O[O])CC_m2>>CCCC([O])C_m2.CCC(CC)[O]_m2.[O][O]_m3,0.000000132
2488,C5H11O2-3+C5H11O2-3=>C5H11O-3+C5H11O-3+O2,CCC(O[O])CC_m2.CCC(O[O])CC_m2>>CCC(CC)[O]_m2.CCC(CC)[O]_m2.[O][O]_m3,0.000000161
2489,C5H11O2-1+CH3O2=>PC4H9CHO+CH3OH+O2,CCCCCO[O]_m2.CO[O]_m2>>CCCCC=O_m1.CO_m1.[O][O]_m3,0.0000473
2490,C5H11O2-1+CH3O2=>NC5H11OH+CH2O+O2,CCCCCO[O]_m2.CO[O]_m2>>CCCCCO_m1.C=O_m1.[O][O]_m3,0.0000522
2491,C5H11O2-2+CH3O2=>NC3H7COCH3+CH3OH+O2,CC(O[O])CCC_m2.CO[O]_m2>>CCCC(=O)C_m1.CO_m1.[O][O]_m3,0.00000509
2492,C5H11O2-3+CH3O2=>C2H5COC2H5+CH3OH+O2,CCC(O[O])CC_m2.CO[O]_m2>>CCC(=O)CC_m1.CO_m1.[O][O]_m3,0.000000631
2493,C5H11O2-1+C2H5O2=>PC4H9CHO+C2H5OH+O2,CCCCCO[O]_m2.CCO[O]_m2>>CCCCC=O_m1.CCO_m1.[O][O]_m3,0.0000142
2494,C5H11O2-1+C2H5O2=>NC5H11OH+CH3CHO+O2,CCCCCO[O]_m2.CCO[O]_m2>>CCCCCO_m1.CC=O_m1.[O][O]_m3,0.0000147
2495,C5H11O2-2+C2H5O2=>NC3H7COCH3+C2H5OH+O2,CC(O[O])CCC_m2.CCO[O]_m2>>CCCC(=O)C_m1.CCO_m1.[O][O]_m3,0.00000145
2496,C5H11O2-3+C2H5O2=>C2H5COC2H5+C2H5OH+O2,CCC(O[O])CC_m2.CCO[O]_m2>>CCC(=O)CC_m1.CCO_m1.[O][O]_m3,0.000000396
2497,C5H11O2-1+C5H11O2-1=>PC4H9CHO+NC5H11OH+O2,CCCCCO[O]_m2.CCCCCO[O]_m2>>CCCCC=O_m1.CCCCCO_m1.[O][O]_m3,0.000000044
2498,C5H11O2H-1<=>C5H11O-1+OH,CCCCCOO_m1>>CCCCC[O]_m2.[OH]_m2,0.000000308
2499,C5H11O2H-2<=>C5H11O-2+OH,CC(OO)CCC_m1>>CCCC([O])C_m2.[OH]_m2,0.00000022
2500,C5H11O2H-3<=>C5H11O-3+OH,CCC(OO)CC_m1>>CCC(CC)[O]_m2.[OH]_m2,0.000000044
2501,C5H11O2H-1+OH=>PC4H9CHO+H2O+OH,CCCCCOO_m1.[OH]_m2>>CCCCC=O_m1.O_m1.[OH]_m2,0.000000631
2502,C5H11O2H-2+OH=>NC3H7COCH3+H2O+OH,CC(OO)CCC_m1.[OH]_m2>>CCCC(=O)C_m1.O_m1.[OH]_m2,0.00000022
2503,C5H11O2H-3+OH=>C2H5COC2H5+H2O+OH,CCC(OO)CC_m1.[OH]_m2>>CCC(=O)CC_m1.O_m1.[OH]_m2,0.000000161
2504,CH2O+PC4H9<=>C5H11O-1,C=O_m1.CCC[CH2]_m2>>CCCCC[O]_m2,0.000000044
2505,CH3CHO+NC3H7<=>C5H11O-2,CC=O_m1.CC[CH2]_m2>>CCCC([O])C_m2,0.000000103
2506,C2H5+C2H5CHO<=>C5H11O-3,C[CH2]_m2.CCC=O_m1>>CCC(CC)[O]_m2,1.47E-08
2507,C5H10OOH1-2<=>C5H10O1-2+OH,CCC[CH]COO_m2>>CCCC1CO1_m1.[OH]_m2,0.00057429
2508,C5H10OOH1-3<=>C5H10O1-3+OH,CC[CH]CCOO_m2>>CCC1CCO1_m1.[OH]_m2,0.0011307
2509,C5H10OOH1-4<=>C5H10O1-4+OH,C[CH]CCCOO_m2>>CC1CCCO1_m1.[OH]_m2,0.0016623
2510,C5H10OOH1-5<=>C5H10O1-5+OH,[CH2]CCCCOO_m2>>C1CCCOC1_m1.[OH]_m2,0.0000249
2511,C5H10OOH2-1<=>C5H10O1-2+OH,[CH2]C(OO)CCC_m2>>CCCC1CO1_m1.[OH]_m2,0.0017748
2512,C5H10OOH2-3<=>C5H10O2-3+OH,CC(OO)[CH]CC_m2>>CCC1OC1C_m1.[OH]_m2,0.00014123
2513,C5H10OOH2-3<=>C5H10O2-3+OH,CC(OO)[CH]CC_m2>>CCC1OC1C_m1.[OH]_m2,0.0000298
2514,C5H10OOH2-4<=>C5H10O2-4+OH,CC(OO)C[CH]C_m2>>CC1CC(O1)C_m1.[OH]_m2,0.0000121
2515,C5H10OOH2-4<=>C5H10O2-4+OH,CC(OO)C[CH]C_m2>>CC1CC(O1)C_m1.[OH]_m2,0.0000191
2516,C5H10OOH2-5<=>C5H10O1-4+OH,CC(OO)CC[CH2]_m2>>CC1CCCO1_m1.[OH]_m2,0.00000618
2517,C5H10OOH3-1<=>C5H10O1-3+OH,CCC(OO)C[CH2]_m2>>CCC1CCO1_m1.[OH]_m2,0.00000236
2518,C5H10OOH3-2<=>C5H10O2-3+OH,C[CH]C(OO)CC_m2>>CCC1OC1C_m1.[OH]_m2,0.00000301
2519,C5H10OOH3-2<=>C5H10O2-3+OH,C[CH]C(OO)CC_m2>>CCC1OC1C_m1.[OH]_m2,0.0000358
2520,C5H10OOH1-2<=>C5H10-1+HO2,CCC[CH]COO_m2>>CCCC=C_m1.O[O]_m2,0.00079196
2521,C5H10OOH2-1<=>C5H10-1+HO2,[CH2]C(OO)CCC_m2>>CCCC=C_m1.O[O]_m2,0.00025905
2522,C5H10OOH2-3<=>C5H10-2+HO2,CC(OO)[CH]CC_m2>>CCC=CC_m1.O[O]_m2,0.000045
2523,C5H10OOH3-2<=>C5H10-2+HO2,C[CH]C(OO)CC_m2>>CCC=CC_m1.O[O]_m2,0.0000262
2524,C5H10OOH1-3=>OH+CH2O+C4H8-1,CC[CH]CCOO_m2>>[OH]_m2.C=O_m1.CCC=C_m1,0.00094356
2525,C5H10OOH2-4=>OH+CH3CHO+C3H6,CC(OO)C[CH]C_m2>>[OH]_m2.CC=O_m1.CC=C_m1,0.00010036
2526,C5H10OOH3-1=>OH+C2H5CHO+C2H4,CCC(OO)C[CH2]_m2>>[OH]_m2.CCC=O_m1.C=C_m1,0.0000063
2527,C5H10OOH1-2<=>C2H5+AC3H5OOH,CCC[CH]COO_m2>>C[CH2]_m2.OOCC=C_m1,0.00000741
2528,C5H10OOH1-4<=>C3H6+C2H4O2H,C[CH]CCCOO_m2>>CC=C_m1.[CH2]COO_m2,0.0011324
2529,C5H10OOH2-5<=>C2H4+C3H6OOH2-1,CC(OO)CC[CH2]_m2>>C=C_m1.OOC([CH2])C_m2,0.0000354
2530,C5H10OOH1-2+O2<=>C5H10OOH1-2O2,CCC[CH]COO_m2.[O][O]_m3>>CCCC(COO)O[O]_m2,0.0000196
2531,C5H10OOH1-3+O2<=>C5H10OOH1-3O2,CC[CH]CCOO_m2.[O][O]_m3>>OOCCC(O[O])CC_m2,0.005301
2532,C5H10OOH1-4+O2<=>C5H10OOH1-4O2,C[CH]CCCOO_m2.[O][O]_m3>>OOCCCC(O[O])C_m2,0.0053385
2533,C5H10OOH1-5+O2<=>C5H10OOH1-5O2,[CH2]CCCCOO_m2.[O][O]_m3>>OOCCCCCO[O]_m2,0.0004168
2534,C5H10OOH2-1+O2<=>C5H10OOH2-1O2,[CH2]C(OO)CCC_m2.[O][O]_m3>>CCCC(CO[O])OO_m2,0.0000896
2535,C5H10OOH2-3+O2<=>C5H10OOH2-3O2,CC(OO)[CH]CC_m2.[O][O]_m3>>CCC(C(OO)C)O[O]_m2,0.0000203
2536,C5H10OOH2-4+O2<=>C5H10OOH2-4O2,CC(OO)C[CH]C_m2.[O][O]_m3>>OOC(CC(O[O])C)C_m2,0.0030455
2537,C5H10OOH2-5+O2<=>C5H10OOH2-5O2,CC(OO)CC[CH2]_m2.[O][O]_m3>>[O]OCCCC(OO)C_m2,0.0001565
2538,C5H10OOH3-1+O2<=>C5H10OOH3-1O2,CCC(OO)C[CH2]_m2.[O][O]_m3>>[O]OCCC(OO)CC_m2,0.0000293
2539,C5H10OOH3-2+O2<=>C5H10OOH3-2O2,C[CH]C(OO)CC_m2.[O][O]_m3>>CCC(C(O[O])C)OO_m2,0.00000618
2540,C5H10OOH1-2O2<=>C5H92-1OOH+HO2,CCCC(COO)O[O]_m2>>CCC=CCOO_m1.O[O]_m2,0.0000101
2541,C5H10OOH1-3O2<=>C5H92-1OOH+HO2,OOCCC(O[O])CC_m2>>CCC=CCOO_m1.O[O]_m2,0.00099044
2542,C5H10OOH1-3O2<=>C5H92-5OOH+HO2,OOCCC(O[O])CC_m2>>CC=CCCOO_m1.O[O]_m2,0.00030796
2543,C5H10OOH1-4O2<=>C5H91-5OOH+HO2,OOCCCC(O[O])C_m2>>OOCCCC=C_m1.O[O]_m2,0.00014884
2544,C5H10OOH1-4O2<=>C5H92-5OOH+HO2,OOCCCC(O[O])C_m2>>CC=CCCOO_m1.O[O]_m2,0.00018694
2545,C5H10OOH1-5O2<=>C5H91-5OOH+HO2,OOCCCCCO[O]_m2>>OOCCCC=C_m1.O[O]_m2,0.0000246
2546,C5H10OOH2-3O2<=>C5H92-4OOH+HO2,CCC(C(OO)C)O[O]_m2>>CC(C=CC)OO_m1.O[O]_m2,0.000000132
2547,C5H10OOH2-4O2<=>C5H92-4OOH+HO2,OOC(CC(O[O])C)C_m2>>CC(C=CC)OO_m1.O[O]_m2,0.0000271
2548,C5H10OOH2-4O2<=>C5H91-4OOH+HO2,OOC(CC(O[O])C)C_m2>>CC(OO)CC=C_m1.O[O]_m2,0.0000327
2549,C5H10OOH2-5O2<=>C5H91-4OOH+HO2,[O]OCCCC(OO)C_m2>>CC(OO)CC=C_m1.O[O]_m2,0.00000192
2550,C5H10OOH3-1O2<=>C5H91-3OOH+HO2,[O]OCCC(OO)CC_m2>>CCC(C=C)OO_m1.O[O]_m2,0.00000157
2551,C5H10OOH3-2O2<=>C5H91-3OOH+HO2,CCC(C(O[O])C)OO_m2>>CCC(C=C)OO_m1.O[O]_m2,7.34E-08
2552,"C5H10OOH1-2O2<=>C5H93-1,2OOH",CCCC(COO)O[O]_m2>>CC[CH]C(COO)OO_m2,0.000000602
2553,"C5H10OOH1-2O2<=>C5H92-4,5OOH",CCCC(COO)O[O]_m2>>C[CH]CC(COO)OO_m2,0.000000484
2554,"C5H10OOH1-2O2<=>C5H91-4,5OOH",CCCC(COO)O[O]_m2>>[CH2]CCC(COO)OO_m2,0.000000161
2555,"C5H10OOH1-3O2<=>C5H92-1,3OOH",OOCCC(O[O])CC_m2>>OOC[CH]C(OO)CC_m2,0.00014258
2556,"C5H10OOH1-3O2<=>C5H92-3,5OOH",OOCCC(O[O])CC_m2>>OOCCC(OO)[CH]C_m2,0.0000867
2557,"C5H10OOH1-3O2<=>C5H91-3,5OOH",OOCCC(O[O])CC_m2>>OOCCC(OO)C[CH2]_m2,0.0000016
2558,"C5H10OOH1-4O2<=>C5H92-1,4OOH",OOCCCC(O[O])C_m2>>OOC[CH]CC(OO)C_m2,0.0012786
2559,"C5H10OOH1-4O2<=>C5H93-1,4OOH",OOCCCC(O[O])C_m2>>OOCC[CH]C(OO)C_m2,0.0000128
2560,"C5H10OOH1-4O2<=>C5H91-2,5OOH",OOCCCC(O[O])C_m2>>OOCCCC(OO)[CH2]_m2,0.00000189
2561,"C5H10OOH1-5O2<=>C5H92-1,5OOH",OOCCCCCO[O]_m2>>OOC[CH]CCCOO_m2,0.00014857
2562,"C5H10OOH1-5O2<=>C5H93-1,5OOH",OOCCCCCO[O]_m2>>OOCC[CH]CCOO_m2,0.00000119
2563,"C5H10OOH1-5O2<=>C5H92-1,5OOH",OOCCCCCO[O]_m2>>OOC[CH]CCCOO_m2,0.00000477
2564,"C5H10OOH2-1O2<=>C5H93-1,2OOH",CCCC(CO[O])OO_m2>>CC[CH]C(COO)OO_m2,0.0000194
2565,"C5H10OOH2-1O2<=>C5H92-4,5OOH",CCCC(CO[O])OO_m2>>C[CH]CC(COO)OO_m2,0.00000022
2566,"C5H10OOH2-1O2<=>C5H91-4,5OOH",CCCC(CO[O])OO_m2>>[CH2]CCC(COO)OO_m2,0.000000044
2567,"C5H10OOH2-3O2<=>C5H91-2,3OOH",CCC(C(OO)C)O[O]_m2>>CCC(C(OO)[CH2])OO_m2,0.000000044
2568,"C5H10OOH2-3O2<=>C5H92-3,4OOH",CCC(C(OO)C)O[O]_m2>>C[CH]C(C(OO)C)OO_m2,0.000000279
2569,"C5H10OOH2-3O2<=>C5H91-3,4OOH",CCC(C(OO)C)O[O]_m2>>[CH2]CC(C(OO)C)OO_m2,0.00000022
2570,"C5H10OOH2-4O2<=>C5H91-2,4OOH",OOC(CC(O[O])C)C_m2>>OOC(CC(OO)C)[CH2]_m2,0.00000932
2571,"C5H10OOH2-4O2<=>C5H93-2,4OOH",OOC(CC(O[O])C)C_m2>>OOC([CH]C(OO)C)C_m2,0.0000106
2572,"C5H10OOH2-4O2<=>C5H91-2,4OOH",OOC(CC(O[O])C)C_m2>>OOC(CC(OO)C)[CH2]_m2,0.000000338
2573,"C5H10OOH2-5O2<=>C5H91-2,5OOH",[O]OCCCC(OO)C_m2>>OOCCCC(OO)[CH2]_m2,0.00000134
2574,"C5H10OOH2-5O2<=>C5H93-1,4OOH",[O]OCCCC(OO)C_m2>>OOCC[CH]C(OO)C_m2,0.0000246
2575,"C5H10OOH2-5O2<=>C5H92-1,4OOH",[O]OCCCC(OO)C_m2>>OOC[CH]CC(OO)C_m2,0.00000263
2576,"C5H10OOH3-1O2<=>C5H92-1,3OOH",[O]OCCC(OO)CC_m2>>OOC[CH]C(OO)CC_m2,0.00000148
2577,"C5H10OOH3-1O2<=>C5H92-3,5OOH",[O]OCCC(OO)CC_m2>>OOCCC(OO)[CH]C_m2,0.0000234
2578,"C5H10OOH3-1O2<=>C5H91-3,5OOH",[O]OCCC(OO)CC_m2>>OOCCC(OO)C[CH2]_m2,0.0000128
2579,"C5H10OOH3-2O2<=>C5H91-2,3OOH",CCC(C(O[O])C)OO_m2>>CCC(C(OO)[CH2])OO_m2,0.000000044
2580,"C5H10OOH3-2O2<=>C5H92-3,4OOH",CCC(C(O[O])C)OO_m2>>C[CH]C(C(OO)C)OO_m2,0.00000122
2581,"C5H10OOH3-2O2<=>C5H91-3,4OOH",CCC(C(O[O])C)OO_m2>>[CH2]CC(C(OO)C)OO_m2,0.000000338
2582,C5H10OOH1-2O2<=>NC5KET12+OH,CCCC(COO)O[O]_m2>>CCCC(C=O)OO_m1.[OH]_m2,0.00000172
2583,C5H10OOH1-3O2<=>NC5KET13+OH,OOCCC(O[O])CC_m2>>CCC(OO)CC=O_m1.[OH]_m2,0.0029573
2584,C5H10OOH1-4O2<=>NC5KET14+OH,OOCCCC(O[O])C_m2>>CC(OO)CCC=O_m1.[OH]_m2,0.0000445
2585,C5H10OOH1-5O2<=>NC5KET15+OH,OOCCCCCO[O]_m2>>OOCCCCC=O_m1.[OH]_m2,0.00000495
2586,C5H10OOH2-1O2<=>NC5KET21+OH,CCCC(CO[O])OO_m2>>CCCC(=O)COO_m1.[OH]_m2,0.00000183
2587,C5H10OOH2-3O2<=>NC5KET23+OH,CCC(C(OO)C)O[O]_m2>>CCC(C(=O)C)OO_m1.[OH]_m2,0.00000277
2588,C5H10OOH2-4O2<=>NC5KET24+OH,OOC(CC(O[O])C)C_m2>>CC(OO)CC(=O)C_m1.[OH]_m2,0.00067411
2589,C5H10OOH2-5O2<=>NC5KET25+OH,[O]OCCCC(OO)C_m2>>OOCCCC(=O)C_m1.[OH]_m2,0.00000295
2590,C5H10OOH3-1O2<=>NC5KET31+OH,[O]OCCC(OO)CC_m2>>CCC(=O)CCOO_m1.[OH]_m2,0.0000182
2591,C5H10OOH3-2O2<=>NC5KET32+OH,CCC(C(O[O])C)OO_m2>>CC(C(=O)CC)OO_m1.[OH]_m2,0.00000189
2592,C5H10OOH1-3O2+C5H10OOH1-3O2=>NC5KET31+C5H10OOH1-3OH+O2,OOCCC(O[O])CC_m2.OOCCC(O[O])CC_m2>>CCC(=O)CCOO_m1.CCC(CCOO)O_m1.[O][O]_m3,0.00000022
2593,C5H10OOH1-3O2+C5H10OOH2-4O2=>NC5KET31+C5H10OOH2-4OH+O2,OOCCC(O[O])CC_m2.OOC(CC(O[O])C)C_m2>>CCC(=O)CCOO_m1.OOC(CC(O)C)C_m1.[O][O]_m3,0.000000161
2594,C5H10OOH1-3O2+C5H10OOH2-4O2=>NC5KET24+C5H10OOH1-3OH+O2,OOCCC(O[O])CC_m2.OOC(CC(O[O])C)C_m2>>CC(OO)CC(=O)C_m1.CCC(CCOO)O_m1.[O][O]_m3,0.000000044
2595,C5H10OOH1-3O2+C5H10OOH3-1O2=>NC5KET31+C5H10OOH3-1OH+O2,OOCCC(O[O])CC_m2.[O]OCCC(OO)CC_m2>>CCC(=O)CCOO_m1.OCCC(OO)CC_m1.[O][O]_m3,0.000000044
2596,C5H10OOH1-3O2+C5H10OOH3-1O2=>NC5KET13+C5H10OOH1-3OH+O2,OOCCC(O[O])CC_m2.[O]OCCC(OO)CC_m2>>CCC(OO)CC=O_m1.CCC(CCOO)O_m1.[O][O]_m3,0.000000103
2597,C5H10OOH2-4O2+C5H10OOH2-4O2=>NC5KET24+C5H10OOH2-4OH+O2,OOC(CC(O[O])C)C_m2.OOC(CC(O[O])C)C_m2>>CC(OO)CC(=O)C_m1.OOC(CC(O)C)C_m1.[O][O]_m3,0.000000103
2598,C5H10OOH2-4O2+C5H10OOH3-1O2=>NC5KET24+C5H10OOH3-1OH+O2,OOC(CC(O[O])C)C_m2.[O]OCCC(OO)CC_m2>>CC(OO)CC(=O)C_m1.OCCC(OO)CC_m1.[O][O]_m3,0.00000022
2599,C5H10OOH2-4O2+C5H10OOH3-1O2=>NC5KET13+C5H10OOH2-4OH+O2,OOC(CC(O[O])C)C_m2.[O]OCCC(OO)CC_m2>>CCC(OO)CC=O_m1.OOC(CC(O)C)C_m1.[O][O]_m3,0.00000025
2600,C5H10OOH3-1O2+C5H10OOH3-1O2=>NC5KET13+C5H10OOH3-1OH+O2,[O]OCCC(OO)CC_m2.[O]OCCC(OO)CC_m2>>CCC(OO)CC=O_m1.OCCC(OO)CC_m1.[O][O]_m3,0.000000044
2601,"C5H91-3,4OOH=>C3KET12+C2H4+OH",[CH2]CC(C(OO)C)OO_m2>>CC(C=O)OO_m1.C=C_m1.[OH]_m2,0.000000103
2602,"C5H91-3,5OOH=>C3KET13+C2H4+OH",OOCCC(OO)C[CH2]_m2>>OOCCC=O_m1.C=C_m1.[OH]_m2,0.0000103
2603,"C5H91-4,5OOH=>AC3H5OOH+C2H4+HO2",[CH2]CCC(COO)OO_m2>>OOCC=C_m1.C=C_m1.O[O]_m2,0.000000161
2604,"C5H92-1,4OOH=>AC3H5OOH+CH3CHO+OH",OOC[CH]CC(OO)C_m2>>OOCC=C_m1.CC=O_m1.[OH]_m2,0.000000895
2605,"C5H92-1,5OOH<=>AC3H5OOH+C2H4O2H",OOC[CH]CCCOO_m2>>OOCC=C_m1.[CH2]COO_m2,0.000000103
2606,"C5H92-4,5OOH=>HO2CH2CHO+C3H6+OH",C[CH]CC(COO)OO_m2>>OOCC=O_m1.CC=C_m1.[OH]_m2,0.00000025
2607,"C5H93-1,4OOH=>CH2O+C4H71-3OOH+OH",OOCC[CH]C(OO)C_m2>>C=O_m1.CC(C=C)OO_m1.[OH]_m2,1.47E-08
2608,"C5H93-1,5OOH=>CH2O+C4H71-4OOH+OH",OOCC[CH]CCOO_m2>>C=O_m1.OOCCC=C_m1.[OH]_m2,0.00000753
2609,NC5KET12<=>NC5KET12O+OH,CCCC(C=O)OO_m1>>CCCC(C=O)[O]_m2.[OH]_m2,7.34E-08
2610,NC5KET13<=>NC5KET13O+OH,CCC(OO)CC=O_m1>>CCC(CC=O)[O]_m2.[OH]_m2,0.00013841
2611,NC5KET14<=>NC5KET14O+OH,CC(OO)CCC=O_m1>>O=CCCC([O])C_m2.[OH]_m2,0.0000173
2612,NC5KET15<=>NC5KET15O+OH,OOCCCCC=O_m1>>[O]CCCCC=O_m2.[OH]_m2,0.0000176
2613,NC5KET21<=>NC5KET21O+OH,CCCC(=O)COO_m1>>CCCC(=O)C[O]_m2.[OH]_m2,0.000000103
2614,NC5KET23<=>NC5KET23O+OH,CCC(C(=O)C)OO_m1>>CCC(C(=O)C)[O]_m2.[OH]_m2,0.000000044
