chemkin_index,string,reaction_id,ig_delay
2615,NC5KET24<=>NC5KET24O+OH,CC(OO)CC(=O)C_m1>>CC(CC(=O)C)[O]_m2.[OH]_m2,0.000000161
2616,NC5KET25<=>NC5KET25O+OH,OOCCCC(=O)C_m1>>[O]CCCC(=O)C_m2.[OH]_m2,1.47E-08
2617,NC5KET31<=>NC5KET31O+OH,CCC(=O)CCOO_m1>>[O]CCC(=O)CC_m2.[OH]_m2,0.00000166
2618,NC5KET32<=>NC5KET32O+OH,CC(C(=O)CC)OO_m1>>CCC(=O)C([O])C_m2.[OH]_m2,0.000000103
2619,NC5KET12O<=>NC3H7CHO+HCO,CCCC(C=O)[O]_m2>>CCCC=O_m1.[CH]=O_m2,1.47E-08
2620,NC5KET13O<=>C2H5CHO+CH2CHO,CCC(CC=O)[O]_m2>>CCC=O_m1.[CH2]C=O_m2,0.000000044
2621,NC5KET14O<=>CH3CHO+CH2CH2CHO,O=CCCC([O])C_m2>>CC=O_m1.[CH2]CC=O_m2,1.47E-08
2622,NC5KET15O<=>CH2O+C3H6CHO-1,[O]CCCCC=O_m2>>C=O_m1.[CH2]CCC=O_m2,0.000000103
2623,NC5KET21O<=>CH2O+NC3H7CO,CCCC(=O)C[O]_m2>>C=O_m1.CCC[C]=O_m2,1.47E-08
2624,NC5KET23O<=>C2H5CHO+CH3CO,CCC(C(=O)C)[O]_m2>>CCC=O_m1.C[C]=O_m2,1.47E-08
2625,NC5KET24O<=>CH3CHO+CH3COCH2,CC(CC(=O)C)[O]_m2>>CC=O_m1.CC(=O)[CH2]_m2,0.00000022
2626,NC5KET25O<=>CH2O+CH2CH2COCH3,[O]CCCC(=O)C_m2>>C=O_m1.[CH2]CC(=O)C_m2,7.34E-08
2627,NC5KET31O<=>C2H5COCH2+CH2O,[O]CCC(=O)CC_m2>>CCC(=O)[CH2]_m2.C=O_m1,0.000000103
2628,NC5KET32O<=>CH3CHO+C2H5CO,CCC(=O)C([O])C_m2>>CC=O_m1.CC[C]=O_m2,0.00000022
2629,NC5KET13<=>NC5CYCPER13,CCC(OO)CC=O_m1>>CCC1CC(OO1)O_m1,0.00000069
2630,NC5KET24<=>NC5CYCPER24,CC(OO)CC(=O)C_m1>>CC1OOC(C1)(C)O_m1,0.00000022
2631,NC5KET31<=>NC5CYCPER31,CCC(=O)CCOO_m1>>CCC1(O)CCOO1_m1,0.000000044
2632,NC5CYCPER13<=>HOCHO+C2H5COCH3,CCC1CC(OO1)O_m1>>OC=O_m1.CCC(=O)C_m1,0.000000132
2633,NC5CYCPER13<=>CH3COOH+C2H5CHO,CCC1CC(OO1)O_m1>>CC(=O)O_m1.CCC=O_m1,0.000000044
2634,NC5CYCPER24<=>CH3COOH+CH3COCH3,CC1OOC(C1)(C)O_m1>>CC(=O)O_m1.CC(=O)C_m1,0.00000022
2635,NC5CYCPER31<=>C2H5COOH+CH3CHO,CCC1(O)CCOO1_m1>>CCC(=O)O_m1.CC=O_m1,0.000000044
2636,C5H10OOH1-3OH=>CH2O+SC4H8OH-1+OH,CCC(CCOO)O_m1>>C=O_m1.CCC(O)[CH2]_m2.[OH]_m2,0.000000103
2637,C5H10OOH2-4OH=>CH3CHO+C3H6OH2-1+OH,OOC(CC(O)C)C_m1>>CC=O_m1.CC(O)[CH2]_m2.[OH]_m2,0.000000103
2638,C5H10OOH3-1OH=>C2H5CHO+PC2H4OH+OH,OCCC(OO)CC_m1>>CCC=O_m1.[CH2]CO_m2.[OH]_m2,0.000000044
2639,NC5KET13+OH=>NC5DIONE13+OH+H2O,CCC(OO)CC=O_m1.[OH]_m2>>CCC(=O)CC=O_m1.[OH]_m2.O_m1,0.0000028
2640,NC5KET24+OH=>NC5DIONE24+OH+H2O,CC(OO)CC(=O)C_m1.[OH]_m2>>CC(=O)CC(=O)C_m1.[OH]_m2.O_m1,0.000000749
2641,NC5KET31+OH=>NC5DIONE13+OH+H2O,CCC(=O)CCOO_m1.[OH]_m2>>CCC(=O)CC=O_m1.[OH]_m2.O_m1,0.000000044
2642,"C5H91-2,3OOH<=>C5H91-3OOH+HO2",CCC(C(OO)[CH2])OO_m2>>CCC(C=C)OO_m1.O[O]_m2,0.000000455
2643,"C5H91-2,4OOH<=>C5H91-4OOH+HO2",OOC(CC(OO)C)[CH2]_m2>>CC(OO)CC=C_m1.O[O]_m2,0.0000451
2644,"C5H91-2,5OOH<=>C5H91-5OOH+HO2",OOCCCC(OO)[CH2]_m2>>OOCCCC=C_m1.O[O]_m2,0.0000796
2645,"C5H92-1,3OOH<=>C5H91-3OOH+HO2",OOC[CH]C(OO)CC_m2>>CCC(C=C)OO_m1.O[O]_m2,0.000014
2646,"C5H92-1,3OOH<=>C5H92-1OOH+HO2",OOC[CH]C(OO)CC_m2>>CCC=CCOO_m1.O[O]_m2,0.0000155
2647,"C5H92-1,4OOH<=>C5H91-4OOH+HO2",OOC[CH]CC(OO)C_m2>>CC(OO)CC=C_m1.O[O]_m2,0.00059356
2648,"C5H92-1,5OOH<=>C5H91-5OOH+HO2",OOC[CH]CCCOO_m2>>OOCCCC=C_m1.O[O]_m2,0.0000672
2649,"C5H92-3,4OOH<=>C5H92-4OOH+HO2",C[CH]C(C(OO)C)OO_m2>>CC(C=CC)OO_m1.O[O]_m2,0.000000191
2650,"C5H92-3,5OOH<=>C5H92-5OOH+HO2",OOCCC(OO)[CH]C_m2>>CC=CCCOO_m1.O[O]_m2,0.0000328
2651,"C5H93-1,2OOH<=>C5H92-1OOH+HO2",CC[CH]C(COO)OO_m2>>CCC=CCOO_m1.O[O]_m2,0.00000782
2652,"C5H93-1,4OOH<=>C5H92-5OOH+HO2",OOCC[CH]C(OO)C_m2>>CC=CCCOO_m1.O[O]_m2,0.0000275
2653,"C5H93-2,4OOH<=>C5H92-4OOH+HO2",OOC([CH]C(OO)C)C_m2>>CC(C=CC)OO_m1.O[O]_m2,0.00000137
2654,C5H91-3OOH=>C2H5CHO+C2H3+OH,CCC(C=C)OO_m1>>CCC=O_m1.C=[CH]_m2.[OH]_m2,0.0000867
2655,C5H91-3OOH=>C2H3CHO+C2H5+OH,CCC(C=C)OO_m1>>C=CC=O_m1.C[CH2]_m2.[OH]_m2,0.0000751
2656,C5H91-4OOH=>CH3CHO+C3H5-A+OH,CC(OO)CC=C_m1>>CC=O_m1.[CH2]C=C_m2.[OH]_m2,0.00012908
2657,C5H91-4OOH=>SC3H5CHO+CH3+OH,CC(OO)CC=C_m1>>CC=CC=O_m1.[CH3]_m2.[OH]_m2,0.00011073
2658,C5H91-5OOH=>CH2O+C4H71-4+OH,OOCCCC=C_m1>>C=O_m1.[CH2]CC=C_m2.[OH]_m2,0.00000624
2659,C5H92-1OOH=>CH2O+C4H71-1+OH,CCC=CCOO_m1>>C=O_m1.CCC=[CH]_m2.[OH]_m2,0.00000853
2660,C5H92-4OOH=>CH3CHO+C3H5-S+OH,CC(C=CC)OO_m1>>CC=O_m1.CC=[CH]_m2.[OH]_m2,0.00000225
2661,C5H92-4OOH=>SC3H5CHO+CH3+OH,CC(C=CC)OO_m1>>CC=CC=O_m1.[CH3]_m2.[OH]_m2,0.00000228
2662,C5H92-5OOH=>CH2O+C4H71-3+OH,CC=CCCOO_m1>>C=O_m1.C[CH]C=C_m2.[OH]_m2,0.00000683
2663,"C5H91-2,3OOH<=>C5H9O1-2OOH-3+OH",CCC(C(OO)[CH2])OO_m2>>CCC(C1CO1)OO_m1.[OH]_m2,0.000000367
2664,"C5H91-2,3OOH<=>C5H9O1-3OOH-2+OH",CCC(C(OO)[CH2])OO_m2>>CCC1OCC1OO_m1.[OH]_m2,0.000000103
2665,"C5H91-2,4OOH<=>C5H9O1-2OOH-4+OH",OOC(CC(OO)C)[CH2]_m2>>CC(OO)CC1CO1_m1.[OH]_m2,0.0000399
2666,"C5H91-2,4OOH<=>C5H9O1-4OOH-2+OH",OOC(CC(OO)C)[CH2]_m2>>OOC1COC(C1)C_m1.[OH]_m2,0.00000022
2667,"C5H91-2,5OOH<=>C5H9O1-2OOH-5+OH",OOCCCC(OO)[CH2]_m2>>OOCCCC1CO1_m1.[OH]_m2,0.0000805
2668,"C5H91-2,5OOH<=>C5H9O1-5OOH-2+OH",OOCCCC(OO)[CH2]_m2>>OOC1CCCOC1_m1.[OH]_m2,1.47E-08
2669,"C5H91-3,4OOH<=>C5H9O1-3OOH-4+OH",[CH2]CC(C(OO)C)OO_m2>>CC(C1CCO1)OO_m1.[OH]_m2,0.000000044
2670,"C5H91-3,4OOH<=>C5H9O1-4OOH-3+OH",[CH2]CC(C(OO)C)OO_m2>>CC1OCCC1OO_m1.[OH]_m2,1.47E-08
2671,"C5H91-3,5OOH<=>C5H9O1-3OOH-5+OH",OOCCC(OO)C[CH2]_m2>>OOCCC1CCO1_m1.[OH]_m2,0.00000929
2672,"C5H91-3,5OOH<=>C5H9O1-5OOH-3+OH",OOCCC(OO)C[CH2]_m2>>OOC1CCOCC1_m1.[OH]_m2,0.000006
2673,"C5H91-4,5OOH<=>C5H9O1-4OOH-5+OH",[CH2]CCC(COO)OO_m2>>OOCC1CCCO1_m1.[OH]_m2,0.000000191
2674,"C5H91-4,5OOH<=>C5H9O1-5OOH-2+OH",[CH2]CCC(COO)OO_m2>>OOC1CCCOC1_m1.[OH]_m2,0.000000044
2675,"C5H92-1,3OOH<=>C5H9O1-2OOH-3+OH",OOC[CH]C(OO)CC_m2>>CCC(C1CO1)OO_m1.[OH]_m2,0.00000882
2676,"C5H92-1,3OOH<=>C5H9O2-3OOH-1+OH",OOC[CH]C(OO)CC_m2>>CCC1OC1COO_m1.[OH]_m2,0.00001
2677,"C5H92-1,4OOH<=>C5H9O1-2OOH-4+OH",OOC[CH]CC(OO)C_m2>>CC(OO)CC1CO1_m1.[OH]_m2,0.0012766
2678,"C5H92-1,4OOH<=>C5H9O2-4OOH-1+OH",OOC[CH]CC(OO)C_m2>>CC1CC(O1)COO_m1.[OH]_m2,0.0000028
2679,"C5H92-1,5OOH<=>C5H9O1-2OOH-5+OH",OOC[CH]CCCOO_m2>>OOCCCC1CO1_m1.[OH]_m2,0.0000719
2680,"C5H92-1,5OOH<=>C5H9O1-4OOH-5+OH",OOC[CH]CCCOO_m2>>OOCC1CCCO1_m1.[OH]_m2,0.00000113
2681,"C5H92-3,4OOH<=>C5H9O2-3OOH-4+OH",C[CH]C(C(OO)C)OO_m2>>CC(C1OC1C)OO_m1.[OH]_m2,0.000000807
2682,"C5H92-3,4OOH<=>C5H9O2-4OOH-3+OH",C[CH]C(C(OO)C)OO_m2>>OOC1C(C)OC1C_m1.[OH]_m2,0.000000161
2683,"C5H92-3,5OOH<=>C5H9O2-3OOH-5+OH",OOCCC(OO)[CH]C_m2>>CC1OC1CCOO_m1.[OH]_m2,0.0000377
2684,"C5H92-3,5OOH<=>C5H9O1-4OOH-3+OH",OOCCC(OO)[CH]C_m2>>CC1OCCC1OO_m1.[OH]_m2,0.000000279
2685,"C5H92-4,5OOH<=>C5H9O2-4OOH-1+OH",C[CH]CC(COO)OO_m2>>CC1CC(O1)COO_m1.[OH]_m2,0.000000426
2686,"C5H92-4,5OOH<=>C5H9O1-4OOH-2+OH",C[CH]CC(COO)OO_m2>>OOC1COC(C1)C_m1.[OH]_m2,0.00000119
2687,"C5H93-1,2OOH<=>C5H9O1-3OOH-2+OH",CC[CH]C(COO)OO_m2>>CCC1OCC1OO_m1.[OH]_m2,1.47E-08
2688,"C5H93-1,2OOH<=>C5H9O2-3OOH-1+OH",CC[CH]C(COO)OO_m2>>CCC1OC1COO_m1.[OH]_m2,0.00000421
2689,"C5H93-1,4OOH<=>C5H9O1-3OOH-4+OH",OOCC[CH]C(OO)C_m2>>CC(C1CCO1)OO_m1.[OH]_m2,0.000000161
2690,"C5H93-1,4OOH<=>C5H9O2-3OOH-5+OH",OOCC[CH]C(OO)C_m2>>CC1OC1CCOO_m1.[OH]_m2,0.0000331
2691,"C5H93-1,5OOH<=>C5H9O1-3OOH-5+OH",OOCC[CH]CCOO_m2>>OOCCC1CCO1_m1.[OH]_m2,0.0000162
2692,"C5H93-2,4OOH<=>C5H9O2-3OOH-4+OH",OOC([CH]C(OO)C)C_m2>>CC(C1OC1C)OO_m1.[OH]_m2,0.00000145
2693,C5H9O1-2OOH-3=>C2H5CHO+CH2CHO+OH,CCC(C1CO1)OO_m1>>CCC=O_m1.[CH2]C=O_m2.[OH]_m2,0.00000107
2694,C5H9O1-3OOH-2=>C2H5CHO+CH2CHO+OH,CCC1OCC1OO_m1>>CCC=O_m1.[CH2]C=O_m2.[OH]_m2,0.00000022
2695,C5H9O1-3OOH-2=>CH2O+C3H6CHO-3+OH,CCC1OCC1OO_m1>>C=O_m1.CC[CH]C=O_m2.[OH]_m2,7.34E-08
2696,C5H9O1-2OOH-4=>CH3CHO+C3H5O+OH,CC(OO)CC1CO1_m1>>CC=O_m1.[O]CC=C_m2.[OH]_m2,0.0000581
2697,C5H9O1-4OOH-2=>CH2O+C3H6CHO-2+OH,OOC1COC(C1)C_m1>>C=O_m1.C[CH]CC=O_m2.[OH]_m2,1.47E-08
2698,C5H9O1-4OOH-2=>C3H6+OCH2CHO+OH,OOC1COC(C1)C_m1>>CC=C_m1.[O]CC=O_m2.[OH]_m2,0.000000044
2699,C5H9O1-2OOH-5<=>C5H9O1-2O-5+OH,OOCCCC1CO1_m1>>[O]CCCC1CO1_m2.[OH]_m2,0.0000132
2700,C5H9O1-5OOH-2=>CH2O+C3H6CHO-1+OH,OOC1CCCOC1_m1>>C=O_m1.[CH2]CCC=O_m2.[OH]_m2,0.000000279
2701,C5H9O1-5OOH-2=>C2H4+CH2OCH2CHO+OH,OOC1CCCOC1_m1>>C=C_m1.[CH2]OCC=O_m2.[OH]_m2,7.34E-08
2702,C5H9O1-3OOH-4=>CH3CHO+CH2CH2CHO+OH,CC(C1CCO1)OO_m1>>CC=O_m1.[CH2]CC=O_m2.[OH]_m2,0.000000044
2703,C5H9O1-4OOH-3=>C2H4+C2H4OCHO+OH,CC1OCCC1OO_m1>>C=C_m1.CC(C=O)[O]_m2.[OH]_m2,0.000000161
2704,C5H9O1-3OOH-5=>CH2O+C4H7O1-4+OH,OOCCC1CCO1_m1>>C=O_m1.[O]CCC=C_m2.[OH]_m2,0.00000025
2705,C5H9O1-5OOH-3<=>CH2CH2OCH2CH2CHO+OH,OOC1CCOCC1_m1>>[CH2]COCCC=O_m2.[OH]_m2,0.000000132
2706,C5H9O1-4OOH-5=>CH2O+C3H6CHO-1+OH,OOCC1CCCO1_m1>>C=O_m1.[CH2]CCC=O_m2.[OH]_m2,1.47E-08
2707,C5H9O2-3OOH-1=>CH2O+C3H6CHO-3+OH,CCC1OC1COO_m1>>C=O_m1.CC[CH]C=O_m2.[OH]_m2,0.00000113
2708,C5H9O2-4OOH-1=>CH2O+C3H6CHO-2+OH,CC1CC(O1)COO_m1>>C=O_m1.C[CH]CC=O_m2.[OH]_m2,1.47E-08
2709,C5H9O2-4OOH-3=>CH3CHO+CH3CHCHO+OH,OOC1C(C)OC1C_m1>>CC=O_m1.C[CH]C=O_m2.[OH]_m2,0.000000103
2710,C5H9O2-3OOH-5=>CH2O+C4H71-O+OH,CC1OC1CCOO_m1>>C=O_m1.CC(C=C)[O]_m2.[OH]_m2,0.00000201
2711,C5H10O1-2+OH=>CH2CO+NC3H7+H2O,CCCC1CO1_m1.[OH]_m2>>C=C=O_m1.CC[CH2]_m2.O_m1,0.0000136
2712,C5H10O1-3+OH=>C2H4+C2H5CO+H2O,CCC1CCO1_m1.[OH]_m2>>C=C_m1.CC[C]=O_m2.O_m1,0.0000279
2713,C5H10O1-4+OH=>CH3COCH2+C2H4+H2O,CC1CCCO1_m1.[OH]_m2>>CC(=O)[CH2]_m2.C=C_m1.O_m1,0.00016813
2714,C5H10O1-5+OH=>CH2CH2CHO+C2H4+H2O,C1CCCOC1_m1.[OH]_m2>>[CH2]CC=O_m2.C=C_m1.O_m1,0.00000128
2715,C5H10O2-3+OH=>CH3CHCO+C2H5+H2O,CCC1OC1C_m1.[OH]_m2>>CC=C=O_m1.C[CH2]_m2.O_m1,0.0000109
2716,C5H10O2-4+OH=>CH3CO+C3H6+H2O,CC1CC(O1)C_m1.[OH]_m2>>C[C]=O_m2.CC=C_m1.O_m1,0.000000749
2717,C5H10O1-2+OH=>C2H3CHO+C2H5+H2O,CCCC1CO1_m1.[OH]_m2>>C=CC=O_m1.C[CH2]_m2.O_m1,0.0000127
2718,C5H10O1-3+OH=>HCO+C4H8-1+H2O,CCC1CCO1_m1.[OH]_m2>>[CH]=O_m2.CCC=C_m1.O_m1,0.0000486
2719,C5H10O1-4+OH=>CH2CHO+C3H6+H2O,CC1CCCO1_m1.[OH]_m2>>[CH2]C=O_m2.CC=C_m1.O_m1,0.0000406
2720,C5H10O1-5+OH=>CH2O+C4H71-3+H2O,C1CCCOC1_m1.[OH]_m2>>C=O_m1.C[CH]C=C_m2.O_m1,0.00000157
2721,C5H10O2-3+OH=>C2H3COCH3+CH3+H2O,CCC1OC1C_m1.[OH]_m2>>CC(=O)C=C_m1.[CH3]_m2.O_m1,0.00000694
2722,C5H10O2-4+OH=>CH3CHO+C3H5-S+H2O,CC1CC(O1)C_m1.[OH]_m2>>CC=O_m1.CC=[CH]_m2.O_m1,0.0000162
2723,C5H10O1-2+HO2=>CH2CO+NC3H7+H2O2,CCCC1CO1_m1.O[O]_m2>>C=C=O_m1.CC[CH2]_m2.OO_m1,0.00028198
2724,C5H10O1-3+HO2=>C2H4+C2H5CO+H2O2,CCC1CCO1_m1.O[O]_m2>>C=C_m1.CC[C]=O_m2.OO_m1,0.0000601
2725,C5H10O1-4+HO2=>CH3COCH2+C2H4+H2O2,CC1CCCO1_m1.O[O]_m2>>CC(=O)[CH2]_m2.C=C_m1.OO_m1,0.00019543
2726,C5H10O1-5+HO2=>CH2CH2CHO+C2H4+H2O2,C1CCCOC1_m1.O[O]_m2>>[CH2]CC=O_m2.C=C_m1.OO_m1,0.000000661
2727,C5H10O2-3+HO2=>CH3CHCO+C2H5+H2O2,CCC1OC1C_m1.O[O]_m2>>CC=C=O_m1.C[CH2]_m2.OO_m1,0.0000183
2728,C5H10O2-4+HO2=>CH3CO+C3H6+H2O2,CC1CC(O1)C_m1.O[O]_m2>>C[C]=O_m2.CC=C_m1.OO_m1,0.0000133
2729,C5H10O1-2+HO2=>C2H3CHO+C2H5+H2O2,CCCC1CO1_m1.O[O]_m2>>C=CC=O_m1.C[CH2]_m2.OO_m1,0.00027024
2730,C5H10O1-3+HO2=>HCO+C4H8-1+H2O2,CCC1CCO1_m1.O[O]_m2>>[CH]=O_m2.CCC=C_m1.OO_m1,0.0000538
2731,C5H10O1-4+HO2=>CH2CHO+C3H6+H2O2,CC1CCCO1_m1.O[O]_m2>>[CH2]C=O_m2.CC=C_m1.OO_m1,0.00014616
2732,C5H10O1-5+HO2=>CH2O+C4H71-3+H2O2,C1CCCOC1_m1.O[O]_m2>>C=O_m1.C[CH]C=C_m2.OO_m1,0.00000101
2733,C5H10O2-3+HO2=>C2H3COCH3+CH3+H2O2,CCC1OC1C_m1.O[O]_m2>>CC(=O)C=C_m1.[CH3]_m2.OO_m1,0.0000255
2734,C5H10O2-4+HO2=>CH3CHO+C3H5-S+H2O2,CC1CC(O1)C_m1.O[O]_m2>>CC=O_m1.CC=[CH]_m2.OO_m1,0.0000183
2735,C5H81-3+OH<=>CH2O+C4H71-3,CC=CC=C_m1.[OH]_m2>>C=O_m1.C[CH]C=C_m2,0.00017385
2736,C5H81-3+OH<=>C2H3CHO+C2H5,CC=CC=C_m1.[OH]_m2>>C=CC=O_m1.C[CH2]_m2,0.0000486
2737,C5H81-3+OH<=>CH3CHO+C3H5-S,CC=CC=C_m1.[OH]_m2>>CC=O_m1.CC=[CH]_m2,0.00030447
2738,OCH2CHO<=>CH2O+HCO,[O]CC=O_m2>>C=O_m1.[CH]=O_m2,0.000000044
2739,C5H9O1-2O-5=>CH2O+CH2CHO+C2H4,[O]CCCC1CO1_m2>>C=O_m1.[CH2]C=O_m2.C=C_m1,0.000000103
2740,CH2OCH2CHO<=>CH2O+CH2CHO,[CH2]OCC=O_m2>>C=O_m1.[CH2]C=O_m2,0.000000103
2741,C2H4OCHO<=>CH3CHO+HCO,CC(C=O)[O]_m2>>CC=O_m1.[CH]=O_m2,0.000000161
2742,C4H7O1-4<=>CH2O+C3H5-A,[O]CCC=C_m2>>C=O_m1.[CH2]C=C_m2,0.000000338
2743,CH2CH2OCH2CH2CHO=>CH2O+C2H4+CH2CHO,[CH2]COCCC=O_m2>>C=O_m1.C=C_m1.[CH2]C=O_m2,0.000000103
2744,NC5DIONE13+OH=>CH3CHCO+CH2CHO+H2O,CCC(=O)CC=O_m1.[OH]_m2>>CC=C=O_m1.[CH2]C=O_m2.O_m1,0.000000161
2745,NC5DIONE24+OH=>CH2CO+CH3COCH2+H2O,CC(=O)CC(=O)C_m1.[OH]_m2>>C=C=O_m1.CC(=O)[CH2]_m2.O_m1,1.47E-08
2746,IC5H12<=>IC3H7+C2H5,CCC(C)C_m1>>C[CH]C_m2.C[CH2]_m2,0.00000962
2747,IC5H12<=>SC4H9+CH3,CCC(C)C_m1>>C[CH]CC_m2.[CH3]_m2,0.000011
2748,IC5H12<=>IC4H9+CH3,CCC(C)C_m1>>CC([CH2])C_m2.[CH3]_m2,0.000000455
2749,IC5H12<=>AC5H11+H,CCC(C)C_m1>>CCC([CH2])C_m2.[H]_m2,0.000000044
2750,IC5H12<=>BC5H11+H,CCC(C)C_m1>>CC[C](C)C_m2.[H]_m2,0.000000044
2751,IC5H12<=>CC5H11+H,CCC(C)C_m1>>C[CH]C(C)C_m2.[H]_m2,0.000000103
2752,IC5H12<=>DC5H11+H,CCC(C)C_m1>>[CH2]CC(C)C_m2.[H]_m2,0.000000103
2753,IC5H12+O2<=>AC5H11+HO2,CCC(C)C_m1.[O][O]_m3>>CCC([CH2])C_m2.O[O]_m2,0.000000044
2754,IC5H12+O2<=>DC5H11+HO2,CCC(C)C_m1.[O][O]_m3>>[CH2]CC(C)C_m2.O[O]_m2,0.000000044
2755,IC5H12+O<=>AC5H11+OH,CCC(C)C_m1.[O]_m3>>CCC([CH2])C_m2.[OH]_m2,0.000000132
2756,IC5H12+O<=>DC5H11+OH,CCC(C)C_m1.[O]_m3>>[CH2]CC(C)C_m2.[OH]_m2,0.000000044
2757,IC5H12+H<=>AC5H11+H2,CCC(C)C_m1.[H]_m2>>CCC([CH2])C_m2.[H][H]_m1,0.000000132
2758,IC5H12+H<=>DC5H11+H2,CCC(C)C_m1.[H]_m2>>[CH2]CC(C)C_m2.[H][H]_m1,0.000000161
2759,IC5H12+OH<=>AC5H11+H2O,CCC(C)C_m1.[OH]_m2>>CCC([CH2])C_m2.O_m1,1.47E-08
2760,IC5H12+OH<=>DC5H11+H2O,CCC(C)C_m1.[OH]_m2>>[CH2]CC(C)C_m2.O_m1,1.47E-08
2761,IC5H12+HO2<=>AC5H11+H2O2,CCC(C)C_m1.O[O]_m2>>CCC([CH2])C_m2.OO_m1,0.000000279
2762,IC5H12+HO2<=>DC5H11+H2O2,CCC(C)C_m1.O[O]_m2>>[CH2]CC(C)C_m2.OO_m1,1.47E-08
2763,IC5H12+CH3<=>AC5H11+CH4,CCC(C)C_m1.[CH3]_m2>>CCC([CH2])C_m2.C_m1,0.000000044
2764,IC5H12+CH3<=>DC5H11+CH4,CCC(C)C_m1.[CH3]_m2>>[CH2]CC(C)C_m2.C_m1,0.000000044
2765,IC5H12+CH3O<=>AC5H11+CH3OH,CCC(C)C_m1.C[O]_m2>>CCC([CH2])C_m2.CO_m1,0.000000044
2766,IC5H12+CH3O<=>DC5H11+CH3OH,CCC(C)C_m1.C[O]_m2>>[CH2]CC(C)C_m2.CO_m1,0.000000161
2767,IC5H12+CH3O2<=>AC5H11+CH3O2H,CCC(C)C_m1.CO[O]_m2>>CCC([CH2])C_m2.COO_m1,0.00000022
2768,IC5H12+CH3O2<=>DC5H11+CH3O2H,CCC(C)C_m1.CO[O]_m2>>[CH2]CC(C)C_m2.COO_m1,0.000000103
2769,IC5H12+C2H5<=>AC5H11+C2H6,CCC(C)C_m1.C[CH2]_m2>>CCC([CH2])C_m2.CC_m1,0.000000103
2770,IC5H12+C2H5<=>DC5H11+C2H6,CCC(C)C_m1.C[CH2]_m2>>[CH2]CC(C)C_m2.CC_m1,0.000000161
2771,IC5H12+C2H3<=>AC5H11+C2H4,CCC(C)C_m1.C=[CH]_m2>>CCC([CH2])C_m2.C=C_m1,0.000000103
2772,IC5H12+C2H3<=>DC5H11+C2H4,CCC(C)C_m1.C=[CH]_m2>>[CH2]CC(C)C_m2.C=C_m1,1.47E-08
2773,IC5H12+O2CHO<=>AC5H11+HO2CHO,CCC(C)C_m1.[O]OC=O_m2>>CCC([CH2])C_m2.OOC=O_m1,0.00000022
2774,IC5H12+O2CHO<=>DC5H11+HO2CHO,CCC(C)C_m1.[O]OC=O_m2>>[CH2]CC(C)C_m2.OOC=O_m1,7.34E-08
2775,IC5H12+AC5H11<=>DC5H11+IC5H12,CCC(C)C_m1.CCC([CH2])C_m2>>[CH2]CC(C)C_m2.CCC(C)C_m1,0.000000161
2776,IC5H12+BC5H11<=>DC5H11+IC5H12,CCC(C)C_m1.CC[C](C)C_m2>>[CH2]CC(C)C_m2.CCC(C)C_m1,7.34E-08
2777,IC5H12+CC5H11<=>DC5H11+IC5H12,CCC(C)C_m1.C[CH]C(C)C_m2>>[CH2]CC(C)C_m2.CCC(C)C_m1,0.000000132
2778,IC5H12+O2<=>CC5H11+HO2,CCC(C)C_m1.[O][O]_m3>>C[CH]C(C)C_m2.O[O]_m2,0.00000022
2779,IC5H12+O<=>CC5H11+OH,CCC(C)C_m1.[O]_m3>>C[CH]C(C)C_m2.[OH]_m2,0.000000161
2780,IC5H12+H<=>CC5H11+H2,CCC(C)C_m1.[H]_m2>>C[CH]C(C)C_m2.[H][H]_m1,0.000000103
2781,IC5H12+OH<=>CC5H11+H2O,CCC(C)C_m1.[OH]_m2>>C[CH]C(C)C_m2.O_m1,0.000000044
2782,IC5H12+HO2<=>CC5H11+H2O2,CCC(C)C_m1.O[O]_m2>>C[CH]C(C)C_m2.OO_m1,0.000000161
2783,IC5H12+CH3<=>CC5H11+CH4,CCC(C)C_m1.[CH3]_m2>>C[CH]C(C)C_m2.C_m1,1.47E-08
2784,IC5H12+CH3O<=>CC5H11+CH3OH,CCC(C)C_m1.C[O]_m2>>C[CH]C(C)C_m2.CO_m1,0.00000022
2785,IC5H12+CH3O2<=>CC5H11+CH3O2H,CCC(C)C_m1.CO[O]_m2>>C[CH]C(C)C_m2.COO_m1,0.000000132
2786,IC5H12+C2H5<=>CC5H11+C2H6,CCC(C)C_m1.C[CH2]_m2>>C[CH]C(C)C_m2.CC_m1,0.000000103
2787,IC5H12+C2H3<=>CC5H11+C2H4,CCC(C)C_m1.C=[CH]_m2>>C[CH]C(C)C_m2.C=C_m1,0.000000279
2788,IC5H12+O2CHO<=>CC5H11+HO2CHO,CCC(C)C_m1.[O]OC=O_m2>>C[CH]C(C)C_m2.OOC=O_m1,0.000000338
2789,IC5H12+AC5H11<=>CC5H11+IC5H12,CCC(C)C_m1.CCC([CH2])C_m2>>C[CH]C(C)C_m2.CCC(C)C_m1,1.47E-08
2790,IC5H12+BC5H11<=>CC5H11+IC5H12,CCC(C)C_m1.CC[C](C)C_m2>>C[CH]C(C)C_m2.CCC(C)C_m1,0.000000103
2791,IC5H12+O2<=>BC5H11+HO2,CCC(C)C_m1.[O][O]_m3>>CC[C](C)C_m2.O[O]_m2,0.000000103
