idx,string,reaction_id
3119,B-DC5H10O+OH=>CH3COCH3+C2H3+H2O,CC1(C)CCO1_m1.[OH]_m2>>CC(=O)C_m1.C=[CH]_m2.O_m1
3120,C-DC5H10O+OH=>SC3H5CHO+CH3+H2O,CC(C1OC1)C_m1.[OH]_m2>>CC=CC=O_m1.[CH3]_m2.O_m1
3121,A-AC5H10O+HO2=>CH2O+C4H71-2+H2O2,CCC1COC1_m1.O[O]_m2>>C=O_m1.CC[C]=C_m2.OO_m1
3122,A-BC5H10O+HO2=>IC3H5CHO+CH3+H2O2,CCC1(C)CO1_m1.O[O]_m2>>CC(=C)C=O_m1.[CH3]_m2.OO_m1
3123,A-CC5H10O+HO2=>C3H6+CH3CO+H2O2,CC1OCC1C_m1.O[O]_m2>>CC=C_m1.C[C]=O_m2.OO_m1
3124,A-DC5H10O+HO2=>C3H6+CH2CHO+H2O2,CC1COCC1_m1.O[O]_m2>>CC=C_m1.[CH2]C=O_m2.OO_m1
3125,B-CC5H10O+HO2=>IC3H5COCH3+H+H2O2,CC1OC1(C)C_m1.O[O]_m2>>CC(=O)C(=C)C_m1.[H]_m2.OO_m1
3126,B-DC5H10O+HO2=>IC4H8+HCO+H2O2,CC1(C)CCO1_m1.O[O]_m2>>CC(=C)C_m1.[CH]=O_m2.OO_m1
3127,C-DC5H10O+HO2=>CH2CO+IC3H7+H2O2,CC(C1OC1)C_m1.O[O]_m2>>C=C=O_m1.C[CH]C_m2.OO_m1
3128,A-AC5H10O+HO2=>C2H3CHO+C2H5+H2O2,CCC1COC1_m1.O[O]_m2>>C=CC=O_m1.C[CH2]_m2.OO_m1
3129,A-BC5H10O+HO2=>CH2O+C4H72-2+H2O2,CCC1(C)CO1_m1.O[O]_m2>>C=O_m1.C[C]=CC_m2.OO_m1
3130,A-CC5H10O+HO2=>C3H5-T+CH3CHO+H2O2,CC1OCC1C_m1.O[O]_m2>>C[C]=C_m2.CC=O_m1.OO_m1
3131,A-DC5H10O+HO2=>CH3CHCHO+C2H4+H2O2,CC1COCC1_m1.O[O]_m2>>C[CH]C=O_m2.C=C_m1.OO_m1
3132,B-CC5H10O+HO2=>IC3H5CHO+CH3+H2O2,CC1OC1(C)C_m1.O[O]_m2>>CC(=C)C=O_m1.[CH3]_m2.OO_m1
3133,B-DC5H10O+HO2=>CH3COCH3+C2H3+H2O2,CC1(C)CCO1_m1.O[O]_m2>>CC(=O)C_m1.C=[CH]_m2.OO_m1
3134,C-DC5H10O+HO2=>SC3H5CHO+CH3+H2O2,CC(C1OC1)C_m1.O[O]_m2>>CC=CC=O_m1.[CH3]_m2.OO_m1
3135,IC3H5COCH3<=>IC3H5CO+CH3,CC(=O)C(=C)C_m1>>CC(=C)[C]=O_m2.[CH3]_m2
3136,IC3H5COCH3<=>C3H5-T+CH3CO,CC(=O)C(=C)C_m1>>C[C]=C_m2.C[C]=O_m2
3137,IC3H5COCH3+OH<=>IC3H5COCH2+H2O,CC(=O)C(=C)C_m1.[OH]_m2>>[O]C(=C)C(=C)C_m2.O_m1
3138,IC3H5COCH3+O<=>IC3H5COCH2+OH,CC(=O)C(=C)C_m1.[O]_m3>>[O]C(=C)C(=C)C_m2.[OH]_m2
3139,IC3H5COCH3+H<=>IC3H5COCH2+H2,CC(=O)C(=C)C_m1.[H]_m2>>[O]C(=C)C(=C)C_m2.[H][H]_m1
3140,IC3H5COCH3+CH3<=>IC3H5COCH2+CH4,CC(=O)C(=C)C_m1.[CH3]_m2>>[O]C(=C)C(=C)C_m2.C_m1
3141,IC3H5COCH3+HO2<=>IC3H5COCH2+H2O2,CC(=O)C(=C)C_m1.O[O]_m2>>[O]C(=C)C(=C)C_m2.OO_m1
3142,IC3H5COCH3+O2<=>IC3H5COCH2+HO2,CC(=O)C(=C)C_m1.[O][O]_m3>>[O]C(=C)C(=C)C_m2.O[O]_m2
3143,IC3H5COCH2<=>C3H5-T+CH2CO,[O]C(=C)C(=C)C_m2>>C[C]=C_m2.C=C=O_m1
3144,IC3H5COCH3+OH<=>AC3H4COCH3+H2O,CC(=O)C(=C)C_m1.[OH]_m2>>CC(=O)C(=C)[CH2]_m2.O_m1
3145,IC3H5COCH3+O<=>AC3H4COCH3+OH,CC(=O)C(=C)C_m1.[O]_m3>>CC(=O)C(=C)[CH2]_m2.[OH]_m2
3146,IC3H5COCH3+H<=>AC3H4COCH3+H2,CC(=O)C(=C)C_m1.[H]_m2>>CC(=O)C(=C)[CH2]_m2.[H][H]_m1
3147,IC3H5COCH3+CH3<=>AC3H4COCH3+CH4,CC(=O)C(=C)C_m1.[CH3]_m2>>CC(=O)C(=C)[CH2]_m2.C_m1
3148,IC3H5COCH3+HO2<=>AC3H4COCH3+H2O2,CC(=O)C(=C)C_m1.O[O]_m2>>CC(=O)C(=C)[CH2]_m2.OO_m1
3149,IC3H5COCH3+O2<=>AC3H4COCH3+HO2,CC(=O)C(=C)C_m1.[O][O]_m3>>CC(=O)C(=C)[CH2]_m2.O[O]_m2
3150,AC3H4COCH3<=>C3H4-A+CH3CO,CC(=O)C(=C)[CH2]_m2>>C=C=C_m1.C[C]=O_m2
3151,NEOC5H12<=>TC4H9+CH3,CC(C)(C)C_m1>>C[C](C)C_m2.[CH3]_m2
3152,NEOC5H12<=>NEOC5H11+H,CC(C)(C)C_m1>>CC([CH2])(C)C_m2.[H]_m2
3153,NEOC5H12+O2<=>NEOC5H11+HO2,CC(C)(C)C_m1.[O][O]_m3>>CC([CH2])(C)C_m2.O[O]_m2
3154,NEOC5H12+O<=>NEOC5H11+OH,CC(C)(C)C_m1.[O]_m3>>CC([CH2])(C)C_m2.[OH]_m2
3155,NEOC5H12+H<=>NEOC5H11+H2,CC(C)(C)C_m1.[H]_m2>>CC([CH2])(C)C_m2.[H][H]_m1
3156,NEOC5H12+OH<=>NEOC5H11+H2O,CC(C)(C)C_m1.[OH]_m2>>CC([CH2])(C)C_m2.O_m1
3157,NEOC5H12+HO2<=>NEOC5H11+H2O2,CC(C)(C)C_m1.O[O]_m2>>CC([CH2])(C)C_m2.OO_m1
3158,NEOC5H12+CH3<=>NEOC5H11+CH4,CC(C)(C)C_m1.[CH3]_m2>>CC([CH2])(C)C_m2.C_m1
3159,NEOC5H12+CH3O<=>NEOC5H11+CH3OH,CC(C)(C)C_m1.C[O]_m2>>CC([CH2])(C)C_m2.CO_m1
3160,NEOC5H12+CH3O2<=>NEOC5H11+CH3O2H,CC(C)(C)C_m1.CO[O]_m2>>CC([CH2])(C)C_m2.COO_m1
3161,NEOC5H12+C2H5<=>NEOC5H11+C2H6,CC(C)(C)C_m1.C[CH2]_m2>>CC([CH2])(C)C_m2.CC_m1
3162,NEOC5H12+C2H3<=>NEOC5H11+C2H4,CC(C)(C)C_m1.C=[CH]_m2>>CC([CH2])(C)C_m2.C=C_m1
3163,NEOC5H12+O2CHO<=>NEOC5H11+HO2CHO,CC(C)(C)C_m1.[O]OC=O_m2>>CC([CH2])(C)C_m2.OOC=O_m1
3164,NEOC5H12+IC4H6OH<=>NEOC5H11+IC4H7OH,CC(C)(C)C_m1.CC(=C)[CH]O_m2>>CC([CH2])(C)C_m2.CC(=C)CO_m1
3165,NEOC5H12+IC4H7O<=>NEOC5H11+IC4H7OH,CC(C)(C)C_m1.CC(=C)C[O]_m2>>CC([CH2])(C)C_m2.CC(=C)CO_m1
3166,NEOC5H12+TC3H6CHO<=>NEOC5H11+IC3H7CHO,CC(C)(C)C_m1.O=C[C](C)C_m2>>CC([CH2])(C)C_m2.O=CC(C)C_m1
3167,NEOC5H12+CH2CCH2OH<=>NEOC5H11+C3H5OH,CC(C)(C)C_m1.OC[C]=C_m2>>CC([CH2])(C)C_m2.OCC=C_m1
3168,NEOC5H11<=>IC4H8+CH3,CC([CH2])(C)C_m2>>CC(=C)C_m1.[CH3]_m2
3169,NEOC5H11+O2<=>NEOC5H11O2,CC([CH2])(C)C_m2.[O][O]_m3>>[O]OCC(C)(C)C_m2
3170,NEOC5H11+HO2<=>NEOC5H11O+OH,CC([CH2])(C)C_m2.O[O]_m2>>[O]CC(C)(C)C_m2.[OH]_m2
3171,NEOC5H11+CH3O2<=>NEOC5H11O+CH3O,CC([CH2])(C)C_m2.CO[O]_m2>>[O]CC(C)(C)C_m2.C[O]_m2
3172,NEOC5H11+NEOC5H11O2<=>NEOC5H11O+NEOC5H11O,CC([CH2])(C)C_m2.[O]OCC(C)(C)C_m2>>[O]CC(C)(C)C_m2.[O]CC(C)(C)C_m2
3173,NEOC5H11O2<=>NEOC5H10OOH,[O]OCC(C)(C)C_m2>>OOCC([CH2])(C)C_m2
3174,NEOC5H11O2+HO2<=>NEOC5H11O2H+O2,[O]OCC(C)(C)C_m2.O[O]_m2>>OOCC(C)(C)C_m1.[O][O]_m3
3175,NEOC5H11O2+H2O2<=>NEOC5H11O2H+HO2,[O]OCC(C)(C)C_m2.OO_m1>>OOCC(C)(C)C_m1.O[O]_m2
3176,NEOC5H12+NEOC5H11O2<=>NEOC5H11+NEOC5H11O2H,CC(C)(C)C_m1.[O]OCC(C)(C)C_m2>>CC([CH2])(C)C_m2.OOCC(C)(C)C_m1
3177,NEOC5H11O2+CH3O2=>NEOC5H11O+CH3O+O2,[O]OCC(C)(C)C_m2.CO[O]_m2>>[O]CC(C)(C)C_m2.C[O]_m2.[O][O]_m3
3178,NEOC5H11O2+NEOC5H11O2=>NEOC5H11O+NEOC5H11O+O2,[O]OCC(C)(C)C_m2.[O]OCC(C)(C)C_m2>>[O]CC(C)(C)C_m2.[O]CC(C)(C)C_m2.[O][O]_m3
3179,NEOC5H11O2H<=>NEOC5H11O+OH,OOCC(C)(C)C_m1>>[O]CC(C)(C)C_m2.[OH]_m2
3180,CH2O+TC4H9<=>NEOC5H11O,C=O_m1.C[C](C)C_m2>>[O]CC(C)(C)C_m2
3181,NEOC5H10OOH<=>NEO-C5H10O+OH,OOCC([CH2])(C)C_m2>>CC1(C)COC1_m1.[OH]_m2
3182,NEOC5H10OOH=>OH+CH2O+IC4H8,OOCC([CH2])(C)C_m2>>[OH]_m2.C=O_m1.CC(=C)C_m1
3183,NEOC5H10OOH<=>IC4H7OOH+CH3,OOCC([CH2])(C)C_m2>>CC(=C)COO_m1.[CH3]_m2
3184,NEOC5H10OOH+O2<=>NEOC5H10OOH-O2,OOCC([CH2])(C)C_m2.[O][O]_m3>>OOCC(CO[O])(C)C_m2
3185,NEOC5H10OOH-O2<=>NEOC5H9Q2,OOCC(CO[O])(C)C_m2>>OOCC(COO)([CH2])C_m2
3186,NEOC5H10OOH-O2<=>NEOC5KET+OH,OOCC(CO[O])(C)C_m2>>OOCC(C=O)(C)C_m1.[OH]_m2
3187,NEOC5H9Q2<=>IC4H7OOH+CH2O2H,OOCC(COO)([CH2])C_m2>>CC(=C)COO_m1.[CH2]OO_m2
3188,NEOC5H9Q2<=>IC4H6Q2-II+CH3,OOCC(COO)([CH2])C_m2>>OOCC(=C)COO_m1.[CH3]_m2
3189,NEOC5KET<=>NEOC5KETOX+OH,OOCC(C=O)(C)C_m1>>[O]CC(C=O)(C)C_m2.[OH]_m2
3190,NEOC5KETOX<=>TC3H6CHO+CH2O,[O]CC(C=O)(C)C_m2>>O=C[C](C)C_m2.C=O_m1
3191,NEOC5H9Q2<=>NEOC5H9O-OOH+OH,OOCC(COO)([CH2])C_m2>>OOCC1(C)COC1_m1.[OH]_m2
3192,NEOC5H9O-OOH=>C3H5-T+CH2O+CH2O,OOCC1(C)COC1_m1>>C[C]=C_m2.C=O_m1.C=O_m1
3193,NEO-C5H10O+OH<=>TC4H8CHO+H2O,CC1(C)COC1_m1.[OH]_m2>>O=CC([CH2])(C)C_m2.O_m1
3194,NEO-C5H10O+OH=>IC4H7+CH2O+H2O,CC1(C)COC1_m1.[OH]_m2>>CC(=C)[CH2]_m2.C=O_m1.O_m1
3195,NEO-C5H10O+HO2<=>TC4H8CHO+H2O2,CC1(C)COC1_m1.O[O]_m2>>O=CC([CH2])(C)C_m2.OO_m1
3196,NEO-C5H10O+HO2=>IC4H7+CH2O+H2O2,CC1(C)COC1_m1.O[O]_m2>>CC(=C)[CH2]_m2.C=O_m1.OO_m1
3197,NEO-C5H10O+H<=>TC4H8CHO+H2,CC1(C)COC1_m1.[H]_m2>>O=CC([CH2])(C)C_m2.[H][H]_m1
3198,NEO-C5H10O+H=>IC4H7+CH2O+H2,CC1(C)COC1_m1.[H]_m2>>CC(=C)[CH2]_m2.C=O_m1.[H][H]_m1
3199,NEO-C5H10O<=>IC4H8+CH2O,CC1(C)COC1_m1>>CC(=C)C_m1.C=O_m1
3200,NEOC5KETOX<=>NEOC5KEJOL,[O]CC(C=O)(C)C_m2>>OCC([C]=O)(C)C_m2
3201,NEOC5KEJOL<=>IC4H8OH+CO,OCC([C]=O)(C)C_m2>>OCC([CH2])C_m2.[C]=O_m3
3202,C5H10-1<=>C2H5+C3H5-A,CCCC=C_m1>>C[CH2]_m2.[CH2]C=C_m2
3203,C4H71-3+CH3(+M)<=>C5H10-2(+M),C[CH]C=C_m2.[CH3]_m2>>CCC=CC_m1
3204,C5H10-1+O2<=>C5H91-5+HO2,CCCC=C_m1.[O][O]_m3>>[CH2]CCC=C_m2.O[O]_m2
3205,C5H10-1+O<=>C5H91-5+OH,CCCC=C_m1.[O]_m3>>[CH2]CCC=C_m2.[OH]_m2
3206,C5H10-1+H<=>C5H91-5+H2,CCCC=C_m1.[H]_m2>>[CH2]CCC=C_m2.[H][H]_m1
3207,C5H10-1+OH<=>C5H91-5+H2O,CCCC=C_m1.[OH]_m2>>[CH2]CCC=C_m2.O_m1
3208,C5H10-1+HO2<=>C5H91-5+H2O2,CCCC=C_m1.O[O]_m2>>[CH2]CCC=C_m2.OO_m1
3209,C5H10-1+CH3<=>C5H91-5+CH4,CCCC=C_m1.[CH3]_m2>>[CH2]CCC=C_m2.C_m1
3210,C5H10-1+CH3O<=>C5H91-5+CH3OH,CCCC=C_m1.C[O]_m2>>[CH2]CCC=C_m2.CO_m1
3211,C5H10-1+CH3O2<=>C5H91-5+CH3O2H,CCCC=C_m1.CO[O]_m2>>[CH2]CCC=C_m2.COO_m1
3212,C5H10-2+O2<=>C5H92-5+HO2,CCC=CC_m1.[O][O]_m3>>[CH2]CC=CC_m2.O[O]_m2
3213,C5H10-2+O<=>C5H92-5+OH,CCC=CC_m1.[O]_m3>>[CH2]CC=CC_m2.[OH]_m2
3214,C5H10-2+H<=>C5H92-5+H2,CCC=CC_m1.[H]_m2>>[CH2]CC=CC_m2.[H][H]_m1
3215,C5H10-2+OH<=>C5H92-5+H2O,CCC=CC_m1.[OH]_m2>>[CH2]CC=CC_m2.O_m1
3216,C5H10-2+HO2<=>C5H92-5+H2O2,CCC=CC_m1.O[O]_m2>>[CH2]CC=CC_m2.OO_m1
3217,C5H10-2+CH3<=>C5H92-5+CH4,CCC=CC_m1.[CH3]_m2>>[CH2]CC=CC_m2.C_m1
3218,C5H10-2+CH3O<=>C5H92-5+CH3OH,CCC=CC_m1.C[O]_m2>>[CH2]CC=CC_m2.CO_m1
3219,C5H10-2+CH3O2<=>C5H92-5+CH3O2H,CCC=CC_m1.CO[O]_m2>>[CH2]CC=CC_m2.COO_m1
3220,C5H10-1+O2<=>C5H91-4+HO2,CCCC=C_m1.[O][O]_m3>>C[CH]CC=C_m2.O[O]_m2
3221,C5H10-1+O<=>C5H91-4+OH,CCCC=C_m1.[O]_m3>>C[CH]CC=C_m2.[OH]_m2
3222,C5H10-1+H<=>C5H91-4+H2,CCCC=C_m1.[H]_m2>>C[CH]CC=C_m2.[H][H]_m1
3223,C5H10-1+OH<=>C5H91-4+H2O,CCCC=C_m1.[OH]_m2>>C[CH]CC=C_m2.O_m1
3224,C5H10-1+HO2<=>C5H91-4+H2O2,CCCC=C_m1.O[O]_m2>>C[CH]CC=C_m2.OO_m1
3225,C5H10-1+CH3<=>C5H91-4+CH4,CCCC=C_m1.[CH3]_m2>>C[CH]CC=C_m2.C_m1
3226,C5H10-1+CH3O<=>C5H91-4+CH3OH,CCCC=C_m1.C[O]_m2>>C[CH]CC=C_m2.CO_m1
3227,C5H10-1+CH3O2<=>C5H91-4+CH3O2H,CCCC=C_m1.CO[O]_m2>>C[CH]CC=C_m2.COO_m1
3228,C5H10-2+O2<=>C5H91-3+HO2,CCC=CC_m1.[O][O]_m3>>CC[CH]C=C_m2.O[O]_m2
3229,C5H10-2+O<=>C5H91-3+OH,CCC=CC_m1.[O]_m3>>CC[CH]C=C_m2.[OH]_m2
3230,C5H10-2+H<=>C5H91-3+H2,CCC=CC_m1.[H]_m2>>CC[CH]C=C_m2.[H][H]_m1
3231,C5H10-2+OH<=>C5H91-3+H2O,CCC=CC_m1.[OH]_m2>>CC[CH]C=C_m2.O_m1
3232,C5H10-2+HO2<=>C5H91-3+H2O2,CCC=CC_m1.O[O]_m2>>CC[CH]C=C_m2.OO_m1
3233,C5H10-2+CH3<=>C5H91-3+CH4,CCC=CC_m1.[CH3]_m2>>CC[CH]C=C_m2.C_m1
3234,C5H10-2+CH3O<=>C5H91-3+CH3OH,CCC=CC_m1.C[O]_m2>>CC[CH]C=C_m2.CO_m1
3235,C5H10-2+CH3O2<=>C5H91-3+CH3O2H,CCC=CC_m1.CO[O]_m2>>CC[CH]C=C_m2.COO_m1
3236,C5H10-1+O2<=>C5H91-3+HO2,CCCC=C_m1.[O][O]_m3>>CC[CH]C=C_m2.O[O]_m2
3237,C5H10-1+O<=>C5H91-3+OH,CCCC=C_m1.[O]_m3>>CC[CH]C=C_m2.[OH]_m2
3238,C5H10-1+H<=>C5H91-3+H2,CCCC=C_m1.[H]_m2>>CC[CH]C=C_m2.[H][H]_m1
3239,C5H10-1+OH<=>C5H91-3+H2O,CCCC=C_m1.[OH]_m2>>CC[CH]C=C_m2.O_m1
3240,C5H10-1+HO2<=>C5H91-3+H2O2,CCCC=C_m1.O[O]_m2>>CC[CH]C=C_m2.OO_m1
3241,C5H10-1+CH3<=>C5H91-3+CH4,CCCC=C_m1.[CH3]_m2>>CC[CH]C=C_m2.C_m1
3242,C5H10-1+CH3O<=>C5H91-3+CH3OH,CCCC=C_m1.C[O]_m2>>CC[CH]C=C_m2.CO_m1
3243,C5H10-1+CH3O2<=>C5H91-3+CH3O2H,CCCC=C_m1.CO[O]_m2>>CC[CH]C=C_m2.COO_m1
3244,C5H10-2+O2<=>C5H92-4+HO2,CCC=CC_m1.[O][O]_m3>>C[CH]C=CC_m2.O[O]_m2
3245,C5H10-2+O<=>C5H92-4+OH,CCC=CC_m1.[O]_m3>>C[CH]C=CC_m2.[OH]_m2
3246,C5H10-2+H<=>C5H92-4+H2,CCC=CC_m1.[H]_m2>>C[CH]C=CC_m2.[H][H]_m1
3247,C5H10-2+OH<=>C5H92-4+H2O,CCC=CC_m1.[OH]_m2>>C[CH]C=CC_m2.O_m1
3248,C5H10-2+HO2<=>C5H92-4+H2O2,CCC=CC_m1.O[O]_m2>>C[CH]C=CC_m2.OO_m1
3249,C5H10-2+CH3<=>C5H92-4+CH4,CCC=CC_m1.[CH3]_m2>>C[CH]C=CC_m2.C_m1
3250,C5H10-2+CH3O<=>C5H92-4+CH3OH,CCC=CC_m1.C[O]_m2>>C[CH]C=CC_m2.CO_m1
3251,C5H10-2+CH3O2<=>C5H92-4+CH3O2H,CCC=CC_m1.CO[O]_m2>>C[CH]C=CC_m2.COO_m1
3252,C5H10-1+OH<=>C5H10OH12,CCCC=C_m1.[OH]_m2>>CCC[CH]CO_m2
3253,C5H10-2+OH<=>C5H10OH23,CCC=CC_m1.[OH]_m2>>CC[CH]C(O)C_m2
3254,C5H10OH-2O2=>NC3H7CHO+CH2O+OH,CCCC(O[O])CO_m2>>CCCC=O_m1.C=O_m1.[OH]_m2
3255,C5H10OH23+O2<=>O2C5H10OH23,CC[CH]C(O)C_m2.[O][O]_m3>>CCC(C(O)C)O[O]_m2
3256,O2C5H10OH23=>C2H5CHO+CH3CHO+OH,CCC(C(O)C)O[O]_m2>>CCC=O_m1.CC=O_m1.[OH]_m2
3257,C4H6+CH3<=>C5H91-3,C=CC=C_m1.[CH3]_m2>>CC[CH]C=C_m2
3258,C5H81-3+H<=>C5H91-3,CC=CC=C_m1.[H]_m2>>CC[CH]C=C_m2
3259,C3H6+C2H3<=>C5H91-4,CC=C_m1.C=[CH]_m2>>C[CH]CC=C_m2
3260,C2H4+C3H5-A<=>C5H91-5,C=C_m1.[CH2]C=C_m2>>[CH2]CCC=C_m2
3261,C5H81-3+H<=>C5H92-4,CC=CC=C_m1.[H]_m2>>C[CH]C=CC_m2
3262,C2H4+C3H5-S<=>C5H92-5,C=C_m1.CC=[CH]_m2>>[CH2]CC=CC_m2
3263,C5H9O1-3+OH<=>C5H91-3+HO2,CCC(C=C)[O]_m2.[OH]_m2>>CC[CH]C=C_m2.O[O]_m2
3264,C5H9O1-3+CH3O<=>C5H91-3+CH3O2,CCC(C=C)[O]_m2.C[O]_m2>>CC[CH]C=C_m2.CO[O]_m2
3265,C5H9O1-3+C2H5O<=>C5H91-3+C2H5O2,CCC(C=C)[O]_m2.CC[O]_m2>>CC[CH]C=C_m2.CCO[O]_m2
3266,C5H9O2-4+OH<=>C5H92-4+HO2,CC=CC([O])C_m2.[OH]_m2>>C[CH]C=CC_m2.O[O]_m2
3267,C5H9O2-4+CH3O<=>C5H92-4+CH3O2,CC=CC([O])C_m2.C[O]_m2>>C[CH]C=CC_m2.CO[O]_m2
3268,C5H9O2-4+C2H5O<=>C5H92-4+C2H5O2,CC=CC([O])C_m2.CC[O]_m2>>C[CH]C=CC_m2.CCO[O]_m2
3269,C5H9O1-3<=>C2H3CHO+C2H5,CCC(C=C)[O]_m2>>C=CC=O_m1.C[CH2]_m2
3270,C5H9O1-3<=>C2H5CHO+C2H3,CCC(C=C)[O]_m2>>CCC=O_m1.C=[CH]_m2
3271,C5H9O2-4<=>SC3H5CHO+CH3,CC=CC([O])C_m2>>CC=CC=O_m1.[CH3]_m2
3272,C5H9O2-4<=>CH3CHO+C3H5-S,CC=CC([O])C_m2>>CC=O_m1.CC=[CH]_m2
3273,BC5H10<=>C4H72-2+CH3,CC=C(C)C_m1>>C[C]=CC_m2.[CH3]_m2
3274,BC5H10<=>IC4H7+CH3,CC=C(C)C_m1>>CC(=C)[CH2]_m2.[CH3]_m2
3275,C4H71-3+CH3(+M)<=>CC5H10(+M),C[CH]C=C_m2.[CH3]_m2>>C=CC(C)C_m1
3276,CC5H10+H<=>CC5H9-A+H2,C=CC(C)C_m1.[H]_m2>>C=CC([CH2])C_m2.[H][H]_m1
3277,CC5H10+OH<=>CC5H9-A+H2O,C=CC(C)C_m1.[OH]_m2>>C=CC([CH2])C_m2.O_m1
3278,CC5H10+HO2<=>CC5H9-A+H2O2,C=CC(C)C_m1.O[O]_m2>>C=CC([CH2])C_m2.OO_m1
3279,CC5H10+CH3<=>CC5H9-A+CH4,C=CC(C)C_m1.[CH3]_m2>>C=CC([CH2])C_m2.C_m1
3280,CC5H10+CH3O<=>CC5H9-A+CH3OH,C=CC(C)C_m1.C[O]_m2>>C=CC([CH2])C_m2.CO_m1
3281,CC5H10+CH3O2<=>CC5H9-A+CH3O2H,C=CC(C)C_m1.CO[O]_m2>>C=CC([CH2])C_m2.COO_m1
3282,BC5H10+H<=>AC5H9-C+H2,CC=C(C)C_m1.[H]_m2>>C[CH]C(=C)C_m2.[H][H]_m1
3283,BC5H10+H<=>CC5H9-B+H2,CC=C(C)C_m1.[H]_m2>>C=C[C](C)C_m2.[H][H]_m1
3284,BC5H10+OH<=>AC5H9-C+H2O,CC=C(C)C_m1.[OH]_m2>>C[CH]C(=C)C_m2.O_m1
3285,BC5H10+OH<=>CC5H9-B+H2O,CC=C(C)C_m1.[OH]_m2>>C=C[C](C)C_m2.O_m1
3286,BC5H10+HO2<=>AC5H9-C+H2O2,CC=C(C)C_m1.O[O]_m2>>C[CH]C(=C)C_m2.OO_m1
3287,BC5H10+HO2<=>CC5H9-B+H2O2,CC=C(C)C_m1.O[O]_m2>>C=C[C](C)C_m2.OO_m1
3288,BC5H10+CH3<=>AC5H9-C+CH4,CC=C(C)C_m1.[CH3]_m2>>C[CH]C(=C)C_m2.C_m1
3289,BC5H10+CH3<=>CC5H9-B+CH4,CC=C(C)C_m1.[CH3]_m2>>C=C[C](C)C_m2.C_m1
3290,BC5H10+CH3O<=>AC5H9-C+CH3OH,CC=C(C)C_m1.C[O]_m2>>C[CH]C(=C)C_m2.CO_m1
3291,BC5H10+CH3O<=>CC5H9-B+CH3OH,CC=C(C)C_m1.C[O]_m2>>C=C[C](C)C_m2.CO_m1
3292,BC5H10+CH3O2<=>AC5H9-C+CH3O2H,CC=C(C)C_m1.CO[O]_m2>>C[CH]C(=C)C_m2.COO_m1
3293,BC5H10+CH3O2<=>CC5H9-B+CH3O2H,CC=C(C)C_m1.CO[O]_m2>>C=C[C](C)C_m2.COO_m1
3294,CC5H10+H<=>CC5H9-B+H2,C=CC(C)C_m1.[H]_m2>>C=C[C](C)C_m2.[H][H]_m1
3295,CC5H10+OH<=>CC5H9-B+H2O,C=CC(C)C_m1.[OH]_m2>>C=C[C](C)C_m2.O_m1
3296,CC5H10+HO2<=>CC5H9-B+H2O2,C=CC(C)C_m1.O[O]_m2>>C=C[C](C)C_m2.OO_m1
3297,CC5H10+CH3<=>CC5H9-B+CH4,C=CC(C)C_m1.[CH3]_m2>>C=C[C](C)C_m2.C_m1
3298,CC5H10+CH3O<=>CC5H9-B+CH3OH,C=CC(C)C_m1.C[O]_m2>>C=C[C](C)C_m2.CO_m1
3299,CC5H10+CH3O2<=>CC5H9-B+CH3O2H,C=CC(C)C_m1.CO[O]_m2>>C=C[C](C)C_m2.COO_m1
3300,BC5H10+OH<=>BC5H10OH,CC=C(C)C_m1.[OH]_m2>>C[CH]C(O)(C)C_m2
3301,BC5H10OH+O2<=>BO2C5H10OH,C[CH]C(O)(C)C_m2.[O][O]_m3>>[O]OC(C(O)(C)C)C_m2
3302,BO2C5H10OH=>CH3COCH3+CH3CHO+OH,[O]OC(C(O)(C)C)C_m2>>CC(=O)C_m1.CC=O_m1.[OH]_m2
3303,CC5H10+OH<=>CC5H10OH,C=CC(C)C_m1.[OH]_m2>>[CH2]C(C(C)C)O_m2
3304,CC5H10OH+O2<=>CO2C5H10OH,[CH2]C(C(C)C)O_m2.[O][O]_m3>>[O]OCC(C(C)C)O_m2
3305,CO2C5H10OH=>IC3H7CHO+CH2O+OH,[O]OCC(C(C)C)O_m2>>O=CC(C)C_m1.C=O_m1.[OH]_m2
3306,BC5H10+OH<=>IC3H7+CH3CHO,CC=C(C)C_m1.[OH]_m2>>C[CH]C_m2.CC=O_m1
3307,CC5H10+OH<=>IC4H9+CH2O,C=CC(C)C_m1.[OH]_m2>>CC([CH2])C_m2.C=O_m1
3308,AC5H9-A2+HO2<=>AC5H9O-A2+OH,CCC(=C)[CH2]_m2.O[O]_m2>>CCC(=C)C[O]_m2.[OH]_m2
3309,AC5H9-A2+CH3O2<=>AC5H9O-A2+CH3O,CCC(=C)[CH2]_m2.CO[O]_m2>>CCC(=C)C[O]_m2.C[O]_m2
3310,AC5H9-A2+C2H5O2<=>AC5H9O-A2+C2H5O,CCC(=C)[CH2]_m2.CCO[O]_m2>>CCC(=C)C[O]_m2.CC[O]_m2
3311,CC5H9-B+HO2<=>CC5H9O-B+OH,C=C[C](C)C_m2.O[O]_m2>>C=CC([O])(C)C_m2.[OH]_m2
3312,CC5H9-B+CH3O2<=>CC5H9O-B+CH3O,C=C[C](C)C_m2.CO[O]_m2>>C=CC([O])(C)C_m2.C[O]_m2
